CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,CountClassBase,Alter
5,0,3,0,88,0,3,64,3,0,10,1,NO
6,0,4,0,89,0,4,79,3,0,12,1,NO
4,0,3,0,88,0,3,72,3,0,11,1,NO
4,0,3,0,88,0,3,77,3,0,12,1,NO
5,0,3,0,88,0,3,69,3,0,10,1,NO
6,0,3,0,88,0,3,88,3,0,13,1,NO
4,0,3,0,88,0,3,53,3,0,8,1,NO
4,0,3,0,88,0,3,52,3,0,8,1,NO
6,0,4,0,89,0,4,81,3,0,10,1,NO
6,0,3,0,88,0,3,77,3,0,13,1,NO
5,0,4,1,89,0,4,91,3,50,16,1,NO
4,0,3,0,88,0,3,71,3,0,12,1,NO
4,0,3,0,88,0,3,70,3,0,12,1,NO
7,0,3,0,88,0,3,64,3,0,9,1,NO
4,0,3,0,88,0,3,76,3,0,12,1,NO
4,0,3,0,88,0,3,136,3,0,14,1,NO
5,0,3,0,88,0,3,95,3,0,13,1,NO
5,0,3,0,88,0,3,129,3,0,21,1,NO
7,0,3,0,88,0,3,82,3,0,14,1,NO
4,0,3,0,88,0,3,78,3,0,13,1,NO
9,0,5,1,90,0,5,362,3,60,34,1,NO
5,0,4,0,89,0,4,92,3,0,14,1,NO
4,0,3,0,88,0,3,59,3,0,7,1,NO
4,0,3,0,88,0,3,63,3,0,8,1,NO
4,0,3,0,88,0,3,58,3,0,9,1,NO
6,0,4,0,89,0,4,96,3,0,13,1,NO
7,0,4,0,89,0,4,82,3,0,12,1,NO
5,0,3,0,88,0,3,62,3,0,8,1,NO
4,0,3,0,88,0,3,62,3,0,9,1,NO
6,0,4,0,89,0,4,94,3,0,14,1,NO
5,0,3,0,88,0,3,63,3,0,10,1,NO
5,0,3,0,88,0,3,63,3,0,9,1,NO
7,0,3,0,88,0,3,72,3,0,11,1,NO
5,0,3,0,88,0,3,66,3,0,10,1,NO
6,0,3,0,88,0,3,68,3,0,10,1,NO
6,0,3,0,88,0,3,103,3,0,15,1,NO
4,0,3,0,88,0,3,58,3,0,8,1,NO
7,0,4,0,89,0,4,67,3,0,10,1,NO
5,0,3,0,88,0,3,73,3,0,10,1,NO
6,0,3,0,88,0,3,72,3,0,12,1,NO
7,0,4,1,89,0,4,115,3,50,19,1,NO
5,0,4,0,89,0,4,128,3,0,17,1,NO
4,0,3,0,88,0,3,66,3,0,11,1,NO
5,0,4,0,89,0,4,91,3,0,14,1,NO
5,0,4,0,89,0,4,79,3,0,11,1,NO
4,0,3,0,88,0,3,60,3,0,9,1,NO
4,0,3,0,88,0,3,66,3,0,8,1,NO
8,0,3,0,88,0,3,100,3,0,14,1,NO
6,0,3,0,88,0,3,72,3,0,11,1,NO
4,0,3,0,88,0,3,61,3,0,10,1,NO
8,0,4,0,89,0,4,101,3,0,15,1,NO
5,0,3,0,88,0,3,55,3,0,7,1,NO
4,0,3,0,88,0,3,65,3,0,11,1,NO
4,0,3,0,88,0,3,65,3,0,10,1,NO
5,0,3,0,88,0,3,83,3,0,12,1,NO
6,0,3,0,88,0,3,70,3,0,9,1,NO
4,0,3,0,88,0,3,60,3,0,10,1,NO
7,0,3,0,88,0,3,96,3,0,13,1,NO
5,0,3,0,88,0,3,56,3,0,8,1,NO
6,0,3,0,88,0,3,60,3,0,7,1,NO
5,0,3,0,88,0,3,61,3,0,10,1,NO
5,0,3,0,88,0,3,63,3,0,10,1,NO
5,0,3,0,88,0,3,83,3,0,14,1,NO
7,0,3,0,88,0,3,74,3,0,11,1,NO
6,0,4,1,89,0,4,85,3,50,13,1,NO
7,0,4,1,89,0,4,113,3,50,19,1,NO
6,0,3,0,88,0,3,76,3,0,11,1,NO
5,0,3,0,88,0,3,74,3,0,12,1,NO
4,0,3,0,88,0,3,78,3,0,13,1,NO
5,0,3,0,88,0,3,71,3,0,11,1,NO
5,0,4,0,89,0,4,133,3,0,22,1,NO
5,0,3,0,88,0,3,70,3,0,11,1,NO
4,0,3,0,88,0,3,67,3,0,10,1,NO
6,0,4,0,89,0,4,97,3,0,13,1,NO
5,0,4,0,89,0,4,96,3,0,14,1,NO
4,0,3,0,88,0,3,66,3,0,10,1,NO
4,0,3,0,88,0,3,65,3,0,11,1,NO
6,0,3,0,88,0,3,84,3,0,13,1,NO
4,0,3,0,88,0,3,64,3,0,11,1,NO
5,0,3,0,88,0,3,66,3,0,10,1,NO
6,0,3,0,88,0,3,70,3,0,11,1,NO
4,0,3,0,88,0,3,61,3,0,9,1,NO
5,0,3,0,88,0,3,71,3,0,11,1,NO
5,0,3,0,88,0,3,62,3,0,9,1,NO
4,0,3,0,88,0,3,115,3,0,16,1,NO
4,0,3,0,88,0,3,66,3,0,8,1,NO
5,0,4,2,89,0,4,94,3,50,15,1,NO
6,0,3,0,88,0,3,67,3,0,11,1,NO
4,0,3,0,88,0,3,78,3,0,13,1,NO
8,0,5,1,90,0,5,88,3,60,13,1,NO
4,0,3,0,88,0,3,83,3,0,13,1,NO
4,0,3,0,88,0,3,83,3,0,13,1,NO
4,0,3,0,88,0,3,66,3,0,9,1,NO
5,0,4,0,89,0,4,81,3,0,12,1,NO
7,0,4,0,89,0,4,148,3,0,26,1,NO
8,0,3,0,88,0,3,83,3,0,10,1,NO
5,0,3,0,88,0,3,103,3,0,16,1,NO
5,0,3,0,88,0,3,77,3,0,13,1,NO
4,0,3,0,88,0,3,75,3,0,10,1,NO
4,0,3,0,88,0,3,90,3,0,13,1,NO
9,0,4,0,89,0,4,103,3,0,16,1,NO
5,0,3,0,88,0,3,60,3,0,9,1,NO
5,0,3,0,88,0,3,73,3,0,11,1,NO
4,0,3,0,88,0,3,76,3,0,11,1,NO
5,0,4,0,89,0,4,108,3,0,17,1,NO
4,0,3,0,88,0,3,72,3,0,10,1,NO
6,0,3,0,88,0,3,75,3,0,11,1,NO
6,0,4,0,89,0,4,94,3,0,14,1,NO
4,0,3,0,88,0,3,66,3,0,11,1,NO
6,0,4,0,89,0,4,86,3,0,11,1,NO
5,0,3,0,88,0,3,58,3,0,7,1,NO
4,0,3,0,88,0,3,62,3,0,9,1,NO
4,0,3,0,88,0,3,75,3,0,10,1,NO
6,0,4,0,89,0,4,103,3,0,15,1,NO
4,0,3,0,88,0,3,61,3,0,9,1,NO
5,0,5,1,90,0,5,100,3,60,12,1,NO
7,0,4,1,89,0,4,109,3,50,16,1,NO
6,0,3,0,88,0,3,71,3,0,8,1,NO
6,0,3,0,88,0,3,67,3,0,9,1,NO
4,0,3,0,88,0,3,78,3,0,12,1,NO
6,0,3,0,88,0,3,84,3,0,13,1,NO
7,0,3,0,88,0,3,102,3,0,15,1,NO
9,0,4,0,89,0,4,88,3,0,15,1,NO
4,0,3,0,88,0,3,73,3,0,11,1,NO
4,0,3,0,88,0,3,86,3,0,13,1,NO
5,0,4,0,89,0,4,159,3,0,20,1,NO
6,0,3,0,88,0,3,82,3,0,12,1,NO
5,0,4,0,89,0,4,109,3,0,12,1,NO
7,0,4,0,89,0,4,102,3,0,11,1,NO
4,0,3,0,88,0,3,92,3,0,13,1,NO
8,0,4,0,89,0,4,97,3,0,13,1,NO
5,0,3,0,88,0,3,57,3,0,8,1,NO
6,0,4,0,89,0,4,103,3,0,15,1,NO
4,0,3,0,88,0,3,59,3,0,9,1,NO
4,0,3,0,88,0,3,60,3,0,8,1,NO
5,0,3,0,88,0,3,69,3,0,11,1,NO
4,0,3,0,88,0,3,82,3,0,13,1,NO
5,0,4,0,89,0,4,76,3,0,12,1,NO
5,0,4,0,89,0,4,100,3,0,16,1,NO
5,0,3,0,88,0,3,69,3,0,11,1,NO
7,0,4,0,89,0,4,93,3,0,14,1,NO
15,0,3,0,88,0,3,77,3,0,12,1,NO
5,0,3,0,88,0,3,93,3,0,17,1,NO
5,0,4,0,89,0,4,95,3,0,13,1,NO
4,0,3,0,88,0,3,86,3,0,13,1,NO
5,0,3,0,88,0,3,82,3,0,12,1,NO
4,0,3,0,88,0,3,81,3,0,13,1,NO
5,0,3,0,88,0,3,81,3,0,13,1,NO
6,0,4,0,89,0,4,81,3,0,11,1,NO
4,0,3,0,88,0,3,65,3,0,10,1,NO
4,0,3,0,88,0,3,79,3,0,14,1,NO
4,0,3,0,88,0,3,73,3,0,12,1,NO
5,0,3,0,88,0,3,67,3,0,9,1,NO
4,0,3,0,88,0,3,58,3,0,8,1,NO
4,0,3,0,88,0,3,54,3,0,7,1,NO
4,0,3,0,88,0,3,71,3,0,11,1,NO
4,0,3,0,88,0,3,65,3,0,9,1,NO
6,0,4,0,89,0,4,95,3,0,12,1,NO
5,0,4,0,89,0,4,78,3,0,12,1,NO
6,0,3,0,88,0,3,76,3,0,12,1,NO
4,0,3,0,88,0,3,74,3,0,12,1,NO
6,0,3,0,88,0,3,65,3,0,10,1,NO
6,0,3,0,88,0,3,75,3,0,11,1,NO
5,0,3,0,88,0,3,67,3,0,11,1,NO
5,0,3,0,88,0,3,73,3,0,11,1,NO
4,0,3,0,88,0,3,64,3,0,10,1,NO
5,0,3,0,88,0,3,64,3,0,9,1,NO
5,0,3,0,88,0,3,63,3,0,9,1,NO
5,0,3,0,88,0,3,70,3,0,11,1,NO
4,0,3,0,88,0,3,60,3,0,9,1,NO
4,0,3,0,88,0,3,77,3,0,8,1,NO
5,0,3,0,88,0,3,61,3,0,7,1,NO
5,0,3,0,88,0,3,58,3,0,7,1,NO
5,0,3,0,88,0,3,69,3,0,11,1,NO
8,0,4,1,89,0,4,80,3,50,11,1,NO
5,0,3,0,88,0,3,78,3,0,12,1,NO
6,0,3,0,88,0,3,72,3,0,10,1,NO
6,0,3,0,88,0,3,111,3,0,16,1,NO
7,0,3,0,88,0,3,109,3,0,16,1,NO
6,0,3,0,88,0,3,78,3,0,11,1,NO
4,0,3,0,88,0,3,108,3,0,20,1,NO
4,0,3,0,88,0,3,64,3,0,10,1,NO
5,0,3,0,88,0,3,59,3,0,8,1,NO
5,0,3,0,88,0,3,58,3,0,9,1,NO
4,0,3,0,88,0,3,53,3,0,7,1,NO
7,0,4,0,89,0,4,85,3,0,12,1,NO
5,0,4,0,89,0,4,73,3,0,11,1,NO
4,0,3,0,88,0,3,82,3,0,11,1,NO
4,0,3,0,88,0,3,73,3,0,11,1,NO
4,0,3,0,88,0,3,79,3,0,12,1,NO
5,0,4,0,89,0,4,91,3,0,13,1,NO
9,0,3,0,88,0,3,105,3,0,16,1,NO
9,0,4,0,89,0,4,111,3,0,15,1,NO
4,0,3,0,88,0,3,82,3,0,13,1,NO
4,0,3,0,88,0,3,79,3,0,11,1,NO
7,0,4,0,89,0,4,93,3,0,15,1,NO
5,0,3,0,88,0,3,64,3,0,11,1,NO
5,0,3,0,88,0,3,74,3,0,11,1,NO
6,0,4,0,89,0,4,79,3,0,12,1,NO
4,0,3,0,88,0,3,63,3,0,10,1,NO
7,0,3,0,88,0,3,89,3,0,14,1,NO
6,0,3,0,88,0,3,142,3,0,27,1,NO
4,0,3,0,88,0,3,85,3,0,11,1,NO
7,0,4,0,89,0,4,141,3,0,17,1,NO
6,0,3,0,88,0,3,80,3,0,13,1,NO
7,0,4,0,89,0,4,96,3,0,13,1,NO
6,0,3,0,88,0,3,61,3,0,8,1,NO
6,0,3,0,88,0,3,54,3,0,7,1,NO
6,0,3,0,88,0,3,58,3,0,8,1,NO
12,0,4,1,89,0,4,131,3,50,22,1,NO
8,0,3,0,88,0,3,90,3,0,14,1,NO
4,0,3,0,88,0,3,66,3,0,10,1,NO
4,0,3,0,88,0,3,70,3,0,11,1,NO
4,0,3,0,88,0,3,59,3,0,9,1,NO
5,0,4,0,89,0,4,73,3,0,11,1,NO
5,0,4,0,89,0,4,88,3,0,13,1,NO
5,0,3,0,88,0,3,126,3,0,19,1,NO
5,0,3,0,88,0,3,57,3,0,8,1,NO
11,0,4,0,89,0,4,207,3,0,33,1,NO
6,0,4,0,89,0,4,82,3,0,11,1,NO
5,0,3,0,88,0,3,59,3,0,8,1,NO
4,0,3,0,88,0,3,76,3,0,12,1,NO
5,0,3,0,88,0,3,61,3,0,9,1,NO
9,0,4,0,89,0,4,122,3,0,17,1,NO
11,0,4,0,89,0,4,130,3,0,18,1,NO
9,0,3,0,88,0,3,105,3,0,16,1,NO
4,0,3,0,88,0,3,58,3,0,8,1,NO
5,0,3,0,88,0,3,98,3,0,15,1,NO
5,0,3,0,88,0,3,58,3,0,9,1,NO
5,0,3,0,88,0,3,62,3,0,10,1,NO
6,0,3,0,88,0,3,69,3,0,11,1,NO
6,0,3,0,88,0,3,116,3,0,17,1,NO
6,0,4,0,89,0,4,121,3,0,17,1,NO
6,0,4,0,89,0,4,118,3,0,16,1,NO
4,0,3,0,88,0,3,63,3,0,10,1,NO
6,0,3,0,88,0,3,126,3,0,18,1,NO
8,0,5,0,90,0,5,100,3,0,15,1,NO
6,0,3,0,88,0,3,85,3,0,14,1,NO
4,0,3,0,88,0,3,66,3,0,10,1,NO
4,0,3,0,88,0,3,64,3,0,9,1,NO
5,0,4,0,89,0,4,94,3,0,14,1,NO
5,0,4,0,89,0,4,81,3,0,11,1,NO
7,0,4,0,89,0,4,93,3,0,11,1,NO
5,0,4,0,89,0,4,82,3,0,14,1,NO
7,0,3,0,88,0,3,86,3,0,15,1,NO
4,0,3,0,88,0,3,63,3,0,10,1,NO
6,0,3,0,88,0,3,61,3,0,9,1,NO
6,0,3,0,88,0,3,71,3,0,10,1,NO
6,0,3,0,88,0,3,71,3,0,11,1,NO
5,0,3,0,88,0,3,65,3,0,10,1,NO
5,0,4,0,89,0,4,86,3,0,13,1,NO
4,0,3,0,88,0,3,57,3,0,8,1,NO
5,0,4,0,89,0,4,91,3,0,14,1,NO
4,0,3,0,88,0,3,70,3,0,12,1,NO
6,0,3,0,88,0,3,73,3,0,11,1,NO
6,0,4,0,89,0,4,74,3,0,11,1,NO
5,0,3,0,88,0,3,75,3,0,12,1,NO
8,0,3,0,88,0,3,85,3,0,11,1,NO
6,0,3,0,88,0,3,82,3,0,13,1,NO
5,0,4,2,89,0,4,89,3,50,12,1,NO
5,0,4,2,89,0,4,107,3,50,14,1,NO
5,0,4,2,89,0,4,110,3,50,17,1,NO
6,0,4,2,89,0,4,107,3,50,14,1,NO
6,0,4,2,89,0,4,83,3,50,12,1,NO
10,0,3,0,88,0,3,92,3,0,14,1,NO
4,0,3,0,88,0,3,84,3,0,13,1,NO
7,0,3,0,88,0,3,103,3,0,16,1,NO
8,0,4,0,89,0,4,101,3,0,15,1,NO
6,0,4,0,89,0,4,111,3,0,17,1,NO
5,0,4,0,89,0,4,87,3,0,12,1,NO
4,0,3,0,88,0,3,69,3,0,12,1,NO
4,0,3,0,88,0,3,59,3,0,10,1,NO
6,0,4,0,89,0,4,129,3,0,19,1,NO
4,0,3,0,88,0,3,67,3,0,10,1,NO
5,0,4,0,89,0,4,82,3,0,12,1,NO
5,0,3,0,88,0,3,69,3,0,10,1,NO
5,0,3,0,88,0,3,60,3,0,9,1,NO
6,0,3,0,88,0,3,67,3,0,10,1,NO
5,0,4,0,89,0,4,85,3,0,13,1,NO
5,0,4,0,89,0,4,92,3,0,13,1,NO
5,0,3,0,88,0,3,68,3,0,9,1,NO
4,0,3,0,88,0,3,84,3,0,13,1,NO
4,0,3,0,88,0,3,79,3,0,10,1,NO
5,0,4,0,89,0,4,92,3,0,15,1,NO
6,0,3,0,88,0,3,115,3,0,18,1,NO
6,0,3,0,89,0,4,79,3,50,12,1,NO
4,0,3,0,88,0,3,56,3,0,9,1,NO
6,0,3,0,88,0,3,53,3,0,8,1,NO
4,0,3,0,88,0,3,59,3,0,9,1,NO
5,0,3,0,88,0,3,69,3,0,11,1,NO
5,0,3,0,88,0,3,58,3,0,8,1,NO
4,0,3,0,88,0,3,73,3,0,13,1,NO
6,0,3,0,88,0,3,125,3,0,20,1,NO
8,0,3,0,88,0,3,101,3,0,17,1,NO
7,0,4,0,89,0,4,220,3,0,35,1,NO
5,0,3,0,88,0,3,72,3,0,10,1,NO
4,0,3,0,88,0,3,70,3,0,11,1,NO
9,0,4,0,89,0,4,156,3,0,23,1,NO
5,0,3,0,88,0,3,61,3,0,9,1,NO
6,0,3,0,88,0,3,77,3,0,14,1,NO
8,0,5,0,124,0,5,219,4,0,47,1,NO
8,0,5,0,124,0,5,219,4,0,47,1,NO
8,0,5,0,124,0,5,219,4,0,47,1,NO
7,0,4,1,123,0,4,201,4,50,43,1,NO
9,0,5,0,124,0,5,231,4,0,47,1,NO
8,0,5,0,124,0,5,219,4,0,47,1,NO
8,0,5,0,124,0,5,220,4,0,47,1,NO
8,0,5,0,124,0,5,223,4,0,47,1,NO
5,0,4,1,123,0,4,148,4,75,18,1,NO
14,0,7,0,126,0,7,220,4,0,34,1,NO
8,0,5,0,124,0,5,219,4,0,47,1,NO
9,0,7,0,126,0,7,393,4,0,65,1,NO
10,0,5,0,122,0,5,175,4,0,22,1,NO
10,0,7,0,124,0,7,228,4,0,33,1,NO
9,0,5,0,122,0,5,175,4,0,22,1,NO
9,0,4,0,121,0,4,154,4,0,19,1,NO
8,0,4,0,121,0,4,148,4,0,18,1,NO
8,0,4,0,121,0,4,148,4,0,18,1,NO
9,0,4,0,121,0,4,154,4,0,19,1,NO
8,0,4,0,121,0,4,152,4,0,18,1,NO
8,0,4,0,121,0,4,150,4,0,18,1,NO
10,0,5,0,122,0,5,160,4,0,20,1,NO
10,0,6,0,123,0,6,203,4,0,29,1,NO
7,0,3,0,88,0,3,71,3,0,8,1,NO
6,0,3,0,88,0,3,61,3,0,7,1,NO
5,0,3,0,88,0,3,56,3,0,7,1,NO
6,0,3,0,88,0,3,85,3,0,12,1,NO
10,0,5,1,124,0,5,102,4,60,16,1,NO
4,0,3,0,88,0,3,62,3,0,10,1,NO
5,0,4,0,89,0,4,103,3,0,16,1,NO
6,0,3,0,88,0,3,59,3,0,8,1,NO
8,0,4,5,89,0,4,203,3,55,32,1,NO
6,0,3,0,88,0,3,67,3,0,10,1,NO
8,0,5,2,90,0,5,91,3,60,15,1,NO
9,0,3,0,88,0,3,101,3,0,16,1,NO
5,0,3,0,88,0,3,70,3,0,11,1,NO
6,0,3,0,88,0,3,91,3,0,13,1,NO
6,0,3,0,88,0,3,93,3,0,14,1,NO
6,0,3,0,88,0,3,93,3,0,14,1,NO
6,0,3,0,88,0,3,67,3,0,10,1,NO
6,0,4,0,89,0,4,121,3,0,20,1,NO
7,0,3,0,88,0,3,65,3,0,9,1,NO
4,0,3,0,88,0,3,75,3,0,12,1,NO
8,0,3,0,88,0,3,70,3,0,12,1,NO
5,0,3,0,88,0,3,91,3,0,12,1,NO
4,0,3,0,88,0,3,99,3,0,15,1,NO
8,0,3,0,88,0,3,84,3,0,12,1,NO
4,0,3,0,88,0,3,59,3,0,9,1,NO
6,0,3,0,88,0,3,86,3,0,13,1,NO
4,0,3,0,88,0,3,89,3,0,13,1,NO
4,0,3,0,88,0,3,92,3,0,14,1,NO
5,0,3,0,88,0,3,63,3,0,9,1,NO
5,0,3,0,88,0,3,77,3,0,10,1,NO
4,0,3,0,88,0,3,69,3,0,11,1,NO
4,0,3,0,88,0,3,60,3,0,10,1,NO
7,0,4,0,89,0,4,132,3,0,24,1,NO
5,0,4,2,89,0,4,107,3,50,16,1,NO
5,0,3,0,88,0,3,58,3,0,8,1,NO
7,0,3,0,88,0,3,74,3,0,12,1,NO
5,0,3,0,88,0,3,99,3,0,15,1,NO
5,0,3,0,88,0,3,77,3,0,11,1,NO
6,0,4,0,89,0,4,119,3,0,22,1,NO
5,0,3,0,88,0,3,59,3,0,9,1,NO
6,0,4,0,89,0,4,120,3,0,22,1,NO
5,0,3,0,88,0,3,72,3,0,10,1,NO
6,0,3,0,88,0,3,61,3,0,10,1,NO
6,0,3,0,88,0,3,73,3,0,12,1,NO
4,0,3,0,88,0,3,66,3,0,11,1,NO
5,0,3,0,88,0,3,68,3,0,10,1,NO
5,0,3,0,88,0,3,67,3,0,10,1,NO
4,0,3,0,88,0,3,83,3,0,13,1,NO
5,0,3,0,88,0,3,79,3,0,11,1,NO
4,0,3,0,88,0,3,71,3,0,10,1,NO
9,0,3,0,88,0,3,95,3,0,13,1,NO
10,0,4,0,89,0,4,319,3,0,50,1,NO
5,0,4,0,89,0,4,102,3,0,15,1,NO
8,0,4,0,89,0,4,133,3,0,18,1,NO
5,0,3,0,88,0,3,84,3,0,13,1,NO
6,0,4,0,89,0,4,128,3,0,17,1,NO
4,0,3,0,88,0,3,85,3,0,14,1,NO
4,0,3,0,88,0,3,99,3,0,16,1,NO
4,0,3,0,88,0,3,74,3,0,12,1,NO
6,0,4,0,89,0,4,111,3,0,17,1,NO
6,0,3,0,88,0,3,63,3,0,9,1,NO
4,0,3,0,88,0,3,68,3,0,11,1,NO
4,0,3,0,88,0,3,89,3,0,14,1,NO
12,0,4,0,89,0,4,143,3,0,23,1,NO
4,0,4,0,89,0,4,104,3,0,16,1,NO
4,0,3,0,88,0,3,68,3,0,11,1,NO
5,0,3,0,88,0,3,61,3,0,9,1,NO
4,0,3,0,88,0,3,60,3,0,10,1,NO
5,0,3,0,88,0,3,64,3,0,8,1,NO
5,0,3,0,88,0,3,62,3,0,7,1,NO
4,0,3,0,88,0,3,64,3,0,10,1,NO
6,0,3,0,88,0,3,59,3,0,8,1,NO
4,0,3,0,88,0,3,70,3,0,12,1,NO
4,0,3,0,88,0,3,80,3,0,15,1,NO
4,0,3,0,88,0,3,93,3,0,14,1,NO
6,0,3,0,88,0,3,48,3,0,8,1,NO
5,0,3,0,88,0,3,69,3,0,10,1,NO
4,0,3,0,88,0,3,52,3,0,7,1,NO
8,0,4,3,89,0,4,119,3,50,18,1,NO
5,0,4,0,89,0,4,84,3,0,13,1,NO
4,0,3,0,88,0,3,89,3,0,13,1,NO
6,0,4,0,89,0,4,86,3,0,13,1,NO
4,0,3,0,88,0,3,69,3,0,11,1,NO
4,0,3,0,88,0,3,68,3,0,11,1,NO
4,0,3,0,88,0,3,75,3,0,12,1,NO
5,0,3,0,88,0,3,65,3,0,10,1,NO
4,0,3,0,88,0,3,95,3,0,15,1,NO
4,0,3,0,88,0,3,91,3,0,15,1,NO
6,0,3,0,88,0,3,96,3,0,15,1,NO
5,0,3,0,88,0,3,72,3,0,11,1,NO
5,0,3,0,88,0,3,71,3,0,13,1,NO
6,0,3,0,88,0,3,95,3,0,12,1,NO
6,0,3,0,88,0,3,76,3,0,12,1,NO
7,0,3,0,88,0,3,75,3,0,8,1,NO
6,0,5,1,90,0,5,100,3,60,13,1,NO
4,0,3,0,88,0,3,87,3,0,14,1,NO
4,0,3,0,88,0,3,75,3,0,12,1,NO
4,0,6,0,91,0,6,112,3,0,20,1,NO
5,0,3,0,88,0,3,59,3,0,9,1,NO
5,0,3,0,88,0,3,90,3,0,14,1,NO
6,0,4,0,89,0,4,93,3,0,12,1,NO
5,0,3,0,88,0,3,77,3,0,12,1,NO
6,0,3,0,88,0,3,62,3,0,9,1,NO
4,0,3,0,88,0,3,61,3,0,9,1,NO
4,0,3,0,88,0,3,59,3,0,9,1,NO
4,0,3,0,88,0,3,59,3,0,9,1,NO
7,0,3,0,88,0,3,90,3,0,15,1,NO
5,0,3,0,88,0,3,78,3,0,13,1,NO
14,13,31,0,119,0,34,808,3,95,204,1,NO
2,0,13,7,36,0,13,90,3,71,19,1,NO
6,0,13,5,36,0,13,99,3,73,21,1,NO
2,0,7,0,31,0,8,65,3,70,14,1,NO
5,0,6,3,30,0,7,84,3,69,16,1,NO
4,0,7,3,31,0,8,104,3,72,19,1,NO
5,0,6,2,30,0,7,102,3,74,20,1,NO
3,0,7,0,31,0,8,95,3,70,18,1,NO
6,0,7,1,31,0,8,94,3,59,19,1,NO
2,0,7,0,31,0,8,65,3,70,14,1,NO
3,0,7,0,31,0,8,99,3,69,18,1,NO
4,0,11,0,35,0,12,193,3,73,38,1,NO
5,0,8,3,32,0,9,143,3,75,29,1,NO
4,0,11,0,35,0,12,193,3,73,38,1,NO
3,0,7,2,31,0,8,102,3,72,16,1,NO
5,0,6,0,30,0,7,85,3,61,15,1,NO
2,0,7,0,31,0,8,65,3,70,14,1,NO
2,0,9,0,33,0,10,77,3,77,17,1,NO
2,0,7,3,31,0,8,163,3,64,30,1,NO
2,0,9,3,33,0,10,171,3,71,32,1,NO
3,0,8,4,32,0,9,104,3,76,16,1,NO
3,0,8,0,32,0,9,132,3,74,25,1,NO
6,0,6,0,30,0,7,66,3,66,13,1,NO
3,0,8,4,32,0,9,89,3,74,17,1,NO
7,0,6,1,30,0,7,87,3,68,17,1,NO
5,0,7,0,31,0,8,69,3,70,14,1,NO
2,0,8,0,32,0,9,250,3,74,60,1,NO
5,0,7,0,31,0,8,69,3,70,14,1,NO
5,0,7,0,31,0,8,70,3,70,14,1,NO
8,0,7,0,31,0,8,92,3,70,18,1,NO
3,0,8,0,32,0,9,264,3,74,63,1,NO
2,0,7,0,31,0,8,65,3,70,13,1,NO
2,0,8,0,32,0,9,261,3,74,61,1,NO
3,0,8,0,32,0,9,259,3,74,61,1,NO
6,0,7,0,31,0,8,75,3,70,14,1,NO
6,0,7,0,31,0,8,75,3,70,14,1,NO
5,0,7,2,31,0,8,87,3,72,16,1,NO
2,0,6,0,30,0,7,67,3,66,13,1,NO
3,0,6,0,30,0,7,106,3,71,19,1,NO
4,0,8,8,32,0,9,142,3,74,21,1,NO
4,0,7,2,31,0,8,83,3,72,15,1,NO
2,1,6,0,30,0,7,62,3,66,13,1,NO
4,0,7,1,31,0,8,86,3,59,17,1,NO
6,0,8,2,32,0,9,96,3,60,18,1,NO
3,0,6,3,30,0,7,66,3,69,12,1,NO
2,0,13,17,37,0,14,245,3,85,40,1,NO
5,0,6,1,30,0,7,87,3,68,17,1,NO
8,0,7,6,31,0,8,126,3,71,22,1,NO
6,0,6,0,30,0,7,75,3,71,14,1,NO
2,0,13,4,37,0,9,217,3,77,41,1,NO
9,0,7,5,31,0,8,118,3,71,21,1,NO
6,0,6,1,30,0,7,88,3,64,17,1,NO
6,0,8,1,32,0,9,72,3,73,14,1,NO
4,0,11,3,35,0,12,303,3,83,61,1,NO
4,0,11,3,35,0,12,303,3,83,61,1,NO
4,0,11,3,35,0,12,303,3,83,61,1,NO
4,0,11,3,35,0,12,303,3,83,61,1,NO
3,0,8,9,32,0,9,143,3,70,26,1,NO
4,0,6,1,30,0,7,85,3,68,17,1,NO
5,0,6,0,30,0,7,70,3,57,13,1,NO
4,0,6,0,30,0,7,66,3,54,13,1,NO
2,0,7,1,31,0,8,67,3,68,14,1,NO
2,0,6,0,30,0,7,57,3,61,12,1,NO
3,0,6,1,30,0,7,61,3,64,12,1,NO
5,0,9,1,33,0,10,108,3,57,22,1,NO
4,0,7,1,31,0,8,83,3,71,17,1,NO
4,0,6,1,30,0,7,81,3,64,16,1,NO
2,0,13,6,36,0,13,90,3,67,20,1,NO
3,0,13,7,36,0,13,98,3,70,20,1,NO
3,83,10,1,23,0,10,50,2,80,10,1,NO
6,0,2,0,20,0,2,29,3,0,7,1,NO
6,0,2,0,20,0,2,29,3,0,7,1,NO
6,0,2,0,20,0,2,43,3,0,8,1,NO
6,0,2,0,20,0,2,67,3,0,10,1,NO
6,0,2,0,20,0,2,29,3,0,7,1,NO
6,0,2,0,20,0,2,54,3,0,8,1,NO
4,6,5,0,18,0,5,30,2,0,6,1,NO
3,0,7,0,45,0,7,29,3,0,7,1,NO
0,0,15,7,15,0,15,60,1,80,15,1,NO
8,0,1,0,3,0,3,67,1,0,13,1,NO
1,0,5,2,5,0,5,21,1,40,5,2,NO
11,0,1,0,10,0,10,173,1,0,43,1,NO
